"1042858","2021-03-12 14:17:54","MA","MA05","Middlesex",31,"Male",0.95,"Yes",NA,"Lean Democrat","2021-03-12",TRUE
"864521","2020-11-01 10:35:19","TX","TX21",NA,42,"Female",1.02,"Yes","Joe Biden","Strong Democrat","2020-11-01",TRUE
"137849","2021-01-28 22:50:27","CA","CA43",NA,25,"Non-Binary",1.00,"No",NA,"Strong Democrat","2021-01-28",TRUE
"219754","2020-09-29 15:41:47","NY","NY26","Erie",36,"Male",1.04,"Sometimes","Joe Biden","Weak Democrat","2020-09-29",FALSE
"742135","2020-10-28 11:07:06","IL","IL18",NA,48,"Female",0.99,"Yes",NA,"Lean Republican","2020-10-28",TRUE
"156492","2020-08-19 19:17:39","MI","MI09","Wayne",39,"Male",0.94,"Yes",NA,"Weak Democrat","2020-08-19",TRUE
"467382","2020-12-04 00:29:02","OH","OH07",NA,55,"Female",1.07,"Yes",NA,"Strong Democrat","2020-12-04",TRUE
"124693","2021-02-10 22:43:39","FL","FL16","Hillsborough",29,"Male",0.95,"Yes",NA,"Lean Democrat","2021-02-10",TRUE
"652321","2020-08-05 08:22:24","GA","GA10","Clarke",32,"Female",1.04,"No","Donald Trump","Weak Republican","2020-08-05",FALSE
"838214","2021-01-06 10:18:27","PA","PA09",NA,28,"Non-Binary",1.02,"Sometimes",NA,"Lean Democrat","2021-01-06",TRUE
"185694","2020-11-18 23:48:07","NC","NC04",NA,35,"Male",1.01,"Yes",NA,"Strong Democrat","2020-11-18",TRUE
"278562","2021-02-08 10:11:46","VA","VA09","Buchanan",49,"Female",0.98,"Yes","Joe Biden","Weak Democrat","2021-02-08",TRUE
"345987","2020-08-28 08:07:39","AZ","AZ04",NA,23,"Male",1.04,"Yes",NA,"Lean Democrat","2020-08-28",TRUE
"423689","2020-09-16 14:58:29","UT","UT04",NA,26,"Female",1.07,"No",NA,"Strong Republican","2020-09-16",FALSE
"517491","2021-01-19 13:38:07","WI","WI02",NA,45,"Male",0.96,"Yes",NA,"Weak Democrat","2021-01-19",TRUE
"634219","2020-11-09 00:03:01","MN","MN04",NA,38,"Female",1.03,"Sometimes",NA,"Lean Democrat","2020-11-09",TRUE
"747592","2020-10-05 16:02:30","IA","IA01",NA,24,"Male",1.06,"Yes","Joe Biden","Strong Democrat","2020-10-05",TRUE
"912832","2021-03-04 19:28:32","CO","CO03",NA,33,"Non-Binary",0.99,"No",NA,"Strong Republican","2021-03-04",FALSE
"210485","2021-01-11 14:09:33","MO","MO02",NA,52,"Female",0.94,"Yes","Joe Biden","Strong Democrat","2021-01-11",TRUE
"298756","2020-11-19 08:43:39","TN","TN06",NA,31,"Male",1.01,"Yes",NA,"Lean Democrat","2020-11-19",TRUE
"415192","2020-10-02 19:11:03","IN","IN03",NA,41,"Female",0.96,"Yes",NA,"Lean Democrat","2020-10-02",TRUE
"522911","2021-02-12 14:21:21","OR","OR04",NA,51,"Female",0.97,"Yes",NA,"Lean Democrat","2021-02-12",TRUE
"678215","2020-09-04 16:01:33","NM","NM02",NA,43,"Male",1.05,"Sometimes","Joe Biden","Strong Democrat","2020-09-04",TRUE
"831422","2021-02-24 00:47:56","OH","OH15",NA,49,"Female",0.95,"Yes",NA,"Strong Democrat","2021-02-24",TRUE
"205219","2021-01-04 15:00:26","AR","AR03",NA,29,"Male",0.94,"Yes",NA,"Lean Democrat","2021-01-04",TRUE
"313983","2020-10-09 11:32:39","MS","MS01",NA,41,"Female",1.08,"Yes",NA,"Lean Democrat","2020-10-09",TRUE
"457928","2020-09-22 23:22:06","GA","GA13",NA,27,"Male",1.09,"Sometimes",NA,"Weak Democrat","2020-09-22",TRUE
"539321","2020-12-11 08:31:56","MI","MI13","Kalamazoo",35,"Female",1.00,"Yes",NA,"Strong Democrat","2020-12-11",TRUE
"663874","2020-11-06 19:34:14","MN","MN05",NA,26,"Non-Binary",0.98,"No",NA,"Strong Democrat","2020-11-06",FALSE
"784951","2021-01-24 23:01:14","CO","CO02",NA,40,"Male",1.04,"Sometimes",NA,"Weak Democrat","2021-01-24",TRUE
"907359","2021-02-05 11:59:18","PA","PA03",NA,34,"Female",0.95,"Yes",NA,"Lean Democrat","2021-02-05",TRUE
943298,"2020-12-17 10:30:32","NY","NY24",NA,22,"Male",0.93,"Yes",NA,"Strong Democrat","2020-12-17",TRUE
652853,"2021-02-20 20:41:06","CA","CA52",NA,45,"Female",1.05,"Sometimes",NA,"Weak Democrat","2021-02-20",TRUE
214394,"2021-02-11 18:49:18","MI","MI07","Monroe",32,"Female",1.07,"Yes",NA,"Strong Democrat","2021-02-11",TRUE
425753,"2020-09-05 18:55:53","VA","VA07",NA,48,"Male",1.00,"No",NA,"Strong Republican","2020-09-05",FALSE
619394,"2020-10-07 15:33:35","TX","TX30",NA,29,"Male",1.02,"Sometimes",NA,"Lean Democrat","2020-10-07",TRUE
899143,"2021-01-17 00:28:46","NM","NM03",NA,45,"Female",1.03,"Yes",NA,"Strong Democrat","2021-01-17",TRUE
670982,"2020-09-02 18:52:33","OH","OH08",NA,39,"Non-Binary",1.09,"Yes",NA,"Lean Democrat","2020-09-02",TRUE
291839,"2021-01-08 20:04:57","NC","NC06",NA,31,"Male",0.94,"Sometimes",NA,"Weak Democrat","2021-01-08",TRUE
446159,"2021-02-04 11:18:09","AZ","AZ06",NA,38,"Female",1.01,"Yes",NA,"Lean Democrat","2021-02-04",TRUE
943292,"2020-11-23 17:28:50","WI","WI05",NA,25,"Male",0.95,"Yes",NA,"Weak Democrat","2020-11-23",TRUE
625831,"2021-02-02 00:29:23","FL","FL14",NA,27,"Female",0.98,"Sometimes",NA,"Lean Democrat","2021-02-02",TRUE
790129,"2021-01-14 13:30:13","IL","IL10",NA,40,"Non-Binary",1.05,"Yes",NA,"Strong Democrat","2021-01-14",TRUE
419861,"2020-10-25 22:47:08","IA","IA04",NA,35,"Male",1.04,"Yes",NA,"Weak Democrat","2020-10-25",TRUE
567135,"2021-01-16 15:23:52","MA","MA04",NA,31,"Female",0.93,"Yes",NA,"Lean Democrat","2021-01-16",TRUE
660351,"2020-08-15 19:12:50","OK","OK01",NA,33,"Male",0.97,"Sometimes",NA,"Weak Democrat","2020-08-15",TRUE
817192,"2021-03-10 09:09:24","AZ","AZ08",NA,43,"Female",0.96,"Yes",NA,"Lean Democrat","2021-03-10",TRUE
634829,"2021-01-29 18:23:35","TX","TX32",NA,50,"Non-Binary",0.94,"Yes",NA,"Strong Democrat","2021-01-29",TRUE
450593,"2021-02-25 21:41:47","IL","IL16",NA,21,"Male",0.98,"Sometimes",NA,"Weak Democrat","2021-02-25",TRUE
671198,"2020-08-05 10:15:59","TN","TN07",NA,39,"Female",1.08,"Yes",NA,"Strong Democrat","2020-08-05",TRUE
978135,"2020-12-10 18:46:17","NY","NY02",NA,41,"Male",1.01,"Yes",NA,"Weak Democrat","2020-12-10",TRUE
